RouteSurKey,Organization_Name,Time,Location,latitude,longitude,mean
12613,PurpleAir,1/15/2018,Ukrainian Village,41.892265,-87.685569,24.38416667
12614,PurpleAir,1/15/2018,Ukrainian Village B,41.892265,-87.685569,28.23020833
12615,PurpleAir,1/15/2018,West Rogers Park,41.996,-87.692,19.37583333
12616,PurpleAir,1/15/2018,West Rogers Park B,41.996,-87.692,17.14395833
12617,PurpleAir,1/16/2018,Mulford Manor,42.0225,-87.763718,17.05645833
12618,PurpleAir,1/16/2018,Mulford Manor B,42.0225,-87.763718,18.36145833
12619,PurpleAir,1/16/2018,Ukrainian Village,41.892265,-87.685569,20.41375
12620,PurpleAir,1/16/2018,Ukrainian Village B,41.892265,-87.685569,24.85791667
12621,PurpleAir,1/16/2018,West Rogers Park,41.996,-87.692,17.40395833
12622,PurpleAir,1/16/2018,West Rogers Park B,41.996,-87.692,15.23020833
12623,PurpleAir,1/17/2018,Mulford Manor,42.0225,-87.763718,18.97895833
12624,PurpleAir,1/17/2018,Mulford Manor B,42.0225,-87.763718,20.115625
12625,PurpleAir,1/17/2018,Ukrainian Village,41.892265,-87.685569,23.11104167
12626,PurpleAir,1/17/2018,Ukrainian Village B,41.892265,-87.685569,27.445625
12627,PurpleAir,1/17/2018,West Rogers Park,41.996,-87.692,18.913125
12628,PurpleAir,1/17/2018,West Rogers Park B,41.996,-87.692,16.773125
12629,PurpleAir,1/18/2018,Mulford Manor,42.0225,-87.763718,25.42645833
12630,PurpleAir,1/18/2018,Mulford Manor B,42.0225,-87.763718,26.81333333
12631,PurpleAir,1/18/2018,Ukrainian Village,41.892265,-87.685569,31.065625
12632,PurpleAir,1/18/2018,Ukrainian Village B,41.892265,-87.685569,36.05458333
12633,PurpleAir,1/18/2018,West Rogers Park,41.996,-87.692,26.16583333
12634,PurpleAir,1/18/2018,West Rogers Park B,41.996,-87.692,22.86541667
12635,PurpleAir,1/19/2018,Mulford Manor,42.0225,-87.763718,21.41083333
12636,PurpleAir,1/19/2018,Mulford Manor B,42.0225,-87.763718,22.38229167
12637,PurpleAir,1/19/2018,Ukrainian Village,41.892265,-87.685569,28.46416667
12638,PurpleAir,1/19/2018,Ukrainian Village B,41.892265,-87.685569,30.68041667
12639,PurpleAir,1/19/2018,West Rogers Park,41.996,-87.692,22.2375
12640,PurpleAir,1/19/2018,West Rogers Park B,41.996,-87.692,20.49083333
12641,PurpleAir,1/20/2018,Mulford Manor,42.0225,-87.763718,19.18791667
12642,PurpleAir,1/20/2018,Mulford Manor B,42.0225,-87.763718,19.96333333
12643,PurpleAir,1/20/2018,Ukrainian Village,41.892265,-87.685569,24.226875
12644,PurpleAir,1/20/2018,Ukrainian Village B,41.892265,-87.685569,25.19291667
12645,PurpleAir,1/20/2018,West Rogers Park,41.996,-87.692,19.17125
12646,PurpleAir,1/20/2018,West Rogers Park B,41.996,-87.692,18.38416667
12647,PurpleAir,1/21/2018,Mulford Manor,42.0225,-87.763718,35.40104167
12648,PurpleAir,1/21/2018,Mulford Manor B,42.0225,-87.763718,36.61
12649,PurpleAir,1/21/2018,Ukrainian Village,41.892265,-87.685569,40.69854167
12650,PurpleAir,1/21/2018,Ukrainian Village B,41.892265,-87.685569,41.638125
12651,PurpleAir,1/21/2018,West Rogers Park,41.996,-87.692,33.4725
12652,PurpleAir,1/21/2018,West Rogers Park B,41.996,-87.692,31.71083333
12653,PurpleAir,1/22/2018,Mulford Manor,42.0225,-87.763718,16.44041667
12654,PurpleAir,1/22/2018,Mulford Manor B,42.0225,-87.763718,17.37104167
12655,PurpleAir,1/22/2018,Ukrainian Village,41.892265,-87.685569,24.458125
12656,PurpleAir,1/22/2018,Ukrainian Village B,41.892265,-87.685569,25.115
12657,PurpleAir,1/22/2018,West Rogers Park,41.996,-87.692,15.08666667
12658,PurpleAir,1/22/2018,West Rogers Park B,41.996,-87.692,14.79270833
12659,PurpleAir,1/23/2018,Mulford Manor,42.0225,-87.763718,5.57375
12660,PurpleAir,1/23/2018,Mulford Manor B,42.0225,-87.763718,6.087916667
12661,PurpleAir,1/23/2018,Ukrainian Village,41.892265,-87.685569,8.162708333
12662,PurpleAir,1/23/2018,Ukrainian Village B,41.892265,-87.685569,8.521458333
12663,PurpleAir,1/23/2018,West Rogers Park,41.996,-87.692,5.669166667
12664,PurpleAir,1/23/2018,West Rogers Park B,41.996,-87.692,5.316458333
12665,PurpleAir,1/24/2018,Mulford Manor,42.0225,-87.763718,12.848125
12666,PurpleAir,1/24/2018,Mulford Manor B,42.0225,-87.763718,13.52916667
12667,PurpleAir,1/24/2018,Ukrainian Village,41.892265,-87.685569,16.004375
12668,PurpleAir,1/24/2018,Ukrainian Village B,41.892265,-87.685569,16.81666667
12669,PurpleAir,1/24/2018,West Rogers Park,41.996,-87.692,12.48770833
12670,PurpleAir,1/24/2018,West Rogers Park B,41.996,-87.692,11.31
12671,PurpleAir,1/25/2018,Mulford Manor,42.0225,-87.763718,22.35145833
12672,PurpleAir,1/25/2018,Mulford Manor B,42.0225,-87.763718,23.33833333
12673,PurpleAir,1/25/2018,Ukrainian Village,41.892265,-87.685569,29.816875
12674,PurpleAir,1/25/2018,Ukrainian Village B,41.892265,-87.685569,31.82166667
12675,PurpleAir,1/25/2018,West Rogers Park,41.996,-87.692,23.07333333
12676,PurpleAir,1/25/2018,West Rogers Park B,41.996,-87.692,21.133125
12677,PurpleAir,1/26/2018,Mulford Manor,42.0225,-87.763718,14.665625
12678,PurpleAir,1/26/2018,Mulford Manor B,42.0225,-87.763718,15.07625
12679,PurpleAir,1/26/2018,Ukrainian Village,41.892265,-87.685569,17.6425
12680,PurpleAir,1/26/2018,Ukrainian Village B,41.892265,-87.685569,18.35791667
12681,PurpleAir,1/26/2018,West Rogers Park,41.996,-87.692,15.79354167
12682,PurpleAir,1/26/2018,West Rogers Park B,41.996,-87.692,15.48458333
12683,PurpleAir,1/27/2018,Mulford Manor,42.0225,-87.763718,11.69708333
12684,PurpleAir,1/27/2018,Mulford Manor B,42.0225,-87.763718,11.73479167
12685,PurpleAir,1/27/2018,Ukrainian Village,41.892265,-87.685569,13.40104167
12686,PurpleAir,1/27/2018,Ukrainian Village B,41.892265,-87.685569,13.85958333
12687,PurpleAir,1/27/2018,West Rogers Park,41.996,-87.692,12.19297872
12688,PurpleAir,1/27/2018,West Rogers Park B,41.996,-87.692,12.09553191
12689,PurpleAir,1/28/2018,Mulford Manor,42.0225,-87.763718,20.03708333
12690,PurpleAir,1/28/2018,Mulford Manor B,42.0225,-87.763718,20.62583333
12691,PurpleAir,1/28/2018,Ukrainian Village,41.892265,-87.685569,23.914375
12692,PurpleAir,1/28/2018,Ukrainian Village B,41.892265,-87.685569,24.64208333
12693,PurpleAir,1/28/2018,West Rogers Park,41.996,-87.692,19.56333333
12694,PurpleAir,1/28/2018,West Rogers Park B,41.996,-87.692,18.61333333
12695,PurpleAir,1/29/2018,Mulford Manor,42.0225,-87.763718,3.623541667
12696,PurpleAir,1/29/2018,Mulford Manor B,42.0225,-87.763718,4.043541667
12697,PurpleAir,1/29/2018,Ukrainian Village,41.892265,-87.685569,5.823333333
12698,PurpleAir,1/29/2018,Ukrainian Village B,41.892265,-87.685569,6.346666667
12699,PurpleAir,1/29/2018,West Rogers Park,41.996,-87.692,4.0425
12700,PurpleAir,1/29/2018,West Rogers Park B,41.996,-87.692,3.67375
12701,PurpleAir,1/30/2018,Mulford Manor,42.0225,-87.763718,8.730416667
12702,PurpleAir,1/30/2018,Mulford Manor B,42.0225,-87.763718,9.158125
12703,PurpleAir,1/30/2018,Ukrainian Village,41.892265,-87.685569,11.48875
12704,PurpleAir,1/30/2018,Ukrainian Village B,41.892265,-87.685569,12.89708333
12705,PurpleAir,1/30/2018,West Rogers Park,41.996,-87.692,8.603541667
12706,PurpleAir,1/30/2018,West Rogers Park B,41.996,-87.692,7.847708333
12707,PurpleAir,1/31/2018,Mulford Manor,42.0225,-87.763718,10.73958333
12708,PurpleAir,1/31/2018,Mulford Manor B,42.0225,-87.763718,10.97354167
12709,PurpleAir,1/31/2018,Ukrainian Village,41.892265,-87.685569,13.70979167
12710,PurpleAir,1/31/2018,Ukrainian Village B,41.892265,-87.685569,14.451875
12711,PurpleAir,1/31/2018,West Rogers Park,41.996,-87.692,11.20541667
12712,PurpleAir,1/31/2018,West Rogers Park B,41.996,-87.692,10.285
12713,PurpleAir,2/1/2018,Mulford Manor,42.0225,-87.763718,10.25395833
12714,PurpleAir,2/1/2018,Mulford Manor B,42.0225,-87.763718,10.74104167
12715,PurpleAir,2/1/2018,Ukrainian Village,41.892265,-87.685569,12.673125
12716,PurpleAir,2/1/2018,Ukrainian Village B,41.892265,-87.685569,13.491875
12717,PurpleAir,2/1/2018,West Rogers Park,41.996,-87.692,10.74
12718,PurpleAir,2/1/2018,West Rogers Park B,41.996,-87.692,9.838958333
12719,PurpleAir,2/2/2018,Mulford Manor,42.0225,-87.763718,1.034255319
12720,PurpleAir,2/2/2018,Mulford Manor B,42.0225,-87.763718,1.177291667
12721,PurpleAir,2/2/2018,Ukrainian Village,41.892265,-87.685569,2.390208333
12722,PurpleAir,2/2/2018,Ukrainian Village B,41.892265,-87.685569,3.153333333
12723,PurpleAir,2/2/2018,West Rogers Park,41.996,-87.692,3.727916667
12724,PurpleAir,2/2/2018,West Rogers Park B,41.996,-87.692,3.044166667
12725,PurpleAir,2/3/2018,Mulford Manor,42.0225,-87.763718,4.407027027
12726,PurpleAir,2/3/2018,Mulford Manor B,42.0225,-87.763718,4.121521739
12727,PurpleAir,2/3/2018,Ukrainian Village,41.892265,-87.685569,5.902432432
12728,PurpleAir,2/3/2018,Ukrainian Village B,41.892265,-87.685569,6.714324324
12729,PurpleAir,2/3/2018,West Rogers Park,41.996,-87.692,5.177916667
12730,PurpleAir,2/3/2018,West Rogers Park B,41.996,-87.692,4.660625
12731,PurpleAir,2/4/2018,Mulford Manor,42.0225,-87.763718,4.065833333
12732,PurpleAir,2/4/2018,Mulford Manor B,42.0225,-87.763718,4.538125
12733,PurpleAir,2/4/2018,Ukrainian Village,41.892265,-87.685569,6.719347826
12734,PurpleAir,2/4/2018,Ukrainian Village B,41.892265,-87.685569,7.531521739
12735,PurpleAir,2/4/2018,West Rogers Park,41.996,-87.692,4.388125
12736,PurpleAir,2/4/2018,West Rogers Park B,41.996,-87.692,3.994791667
12737,PurpleAir,2/5/2018,Mulford Manor,42.0225,-87.763718,4.500208333
12738,PurpleAir,2/5/2018,Mulford Manor B,42.0225,-87.763718,4.898333333
12739,PurpleAir,2/5/2018,Ukrainian Village,41.892265,-87.685569,7.605833333
12740,PurpleAir,2/5/2018,Ukrainian Village B,41.892265,-87.685569,9.499166667
12741,PurpleAir,2/5/2018,West Rogers Park,41.996,-87.692,5.094166667
12742,PurpleAir,2/5/2018,West Rogers Park B,41.996,-87.692,4.31375
12743,PurpleAir,2/6/2018,Mulford Manor,42.0225,-87.763718,17.58541667
12744,PurpleAir,2/6/2018,Mulford Manor B,42.0225,-87.763718,18.62375
12745,PurpleAir,2/6/2018,Ukrainian Village,41.892265,-87.685569,21.97104167
12746,PurpleAir,2/6/2018,Ukrainian Village B,41.892265,-87.685569,25.17145833
12747,PurpleAir,2/6/2018,West Rogers Park,41.996,-87.692,16.79833333
12748,PurpleAir,2/6/2018,West Rogers Park B,41.996,-87.692,15.40416667
12749,PurpleAir,2/7/2018,Mulford Manor,42.0225,-87.763718,26.03375
12750,PurpleAir,2/7/2018,Mulford Manor B,42.0225,-87.763718,27.45791667
12751,PurpleAir,2/7/2018,Ukrainian Village,41.892265,-87.685569,36.37625
12752,PurpleAir,2/7/2018,Ukrainian Village B,41.892265,-87.685569,41.17270833
12753,PurpleAir,2/7/2018,West Rogers Park,41.996,-87.692,25.92833333
12754,PurpleAir,2/7/2018,West Rogers Park B,41.996,-87.692,23.701875
12755,PurpleAir,2/8/2018,Mulford Manor,42.0225,-87.763718,26.53229167
12756,PurpleAir,2/8/2018,Mulford Manor B,42.0225,-87.763718,27.8625
12757,PurpleAir,2/8/2018,Ukrainian Village,41.892265,-87.685569,35.77979167
12758,PurpleAir,2/8/2018,Ukrainian Village B,41.892265,-87.685569,42.50145833
12759,PurpleAir,2/8/2018,West Rogers Park,41.996,-87.692,28.26270833
12760,PurpleAir,2/8/2018,West Rogers Park B,41.996,-87.692,25.25854167
12761,PurpleAir,2/9/2018,Mulford Manor,42.0225,-87.763718,34.725625
12762,PurpleAir,2/9/2018,Mulford Manor B,42.0225,-87.763718,36.16791667
12763,PurpleAir,2/9/2018,Ukrainian Village,41.892265,-87.685569,47.214375
12764,PurpleAir,2/9/2018,Ukrainian Village B,41.892265,-87.685569,52.74458333
12765,PurpleAir,2/9/2018,West Rogers Park,41.996,-87.692,40.06479167
12766,PurpleAir,2/9/2018,West Rogers Park B,41.996,-87.692,36.201875
12767,PurpleAir,2/10/2018,Mulford Manor,42.0225,-87.763718,12.90804348
12768,PurpleAir,2/10/2018,Mulford Manor B,42.0225,-87.763718,13.92673913
12769,PurpleAir,2/10/2018,Ukrainian Village,41.892265,-87.685569,16.89208333
12770,PurpleAir,2/10/2018,Ukrainian Village B,41.892265,-87.685569,19.18270833
12771,PurpleAir,2/10/2018,West Rogers Park,41.996,-87.692,12.56604167
12772,PurpleAir,2/10/2018,West Rogers Park B,41.996,-87.692,11.61291667
12773,PurpleAir,2/11/2018,Mulford Manor,42.0225,-87.763718,13.036875
12774,PurpleAir,2/11/2018,Mulford Manor B,42.0225,-87.763718,13.864375
12775,PurpleAir,2/11/2018,Ukrainian Village,41.892265,-87.685569,14.64833333
12776,PurpleAir,2/11/2018,Ukrainian Village B,41.892265,-87.685569,16.243125
12777,PurpleAir,2/11/2018,West Rogers Park,41.996,-87.692,10.50125
12778,PurpleAir,2/11/2018,West Rogers Park B,41.996,-87.692,9.6375
12779,PurpleAir,2/12/2018,Mulford Manor,42.0225,-87.763718,12.83333333
12780,PurpleAir,2/12/2018,Mulford Manor B,42.0225,-87.763718,13.67291667
12781,PurpleAir,2/12/2018,Ukrainian Village,41.892265,-87.685569,15.315
12782,PurpleAir,2/12/2018,Ukrainian Village B,41.892265,-87.685569,17.83270833
12783,PurpleAir,2/12/2018,West Rogers Park,41.996,-87.692,12.56083333
12784,PurpleAir,2/12/2018,West Rogers Park B,41.996,-87.692,11.48
12785,PurpleAir,2/13/2018,Mulford Manor,42.0225,-87.763718,24.05979167
12786,PurpleAir,2/13/2018,Mulford Manor B,42.0225,-87.763718,24.91104167
12787,PurpleAir,2/13/2018,Ukrainian Village,41.892265,-87.685569,22.99729167
12788,PurpleAir,2/13/2018,Ukrainian Village B,41.892265,-87.685569,24.81333333
12789,PurpleAir,2/13/2018,West Rogers Park,41.996,-87.692,19.904375
12790,PurpleAir,2/13/2018,West Rogers Park B,41.996,-87.692,18.535
12791,PurpleAir,2/14/2018,Mulford Manor,42.0225,-87.763718,53.81541667
12792,PurpleAir,2/14/2018,Mulford Manor B,42.0225,-87.763718,54.54958333
12793,PurpleAir,2/14/2018,Ukrainian Village,41.892265,-87.685569,63.90333333
12794,PurpleAir,2/14/2018,Ukrainian Village B,41.892265,-87.685569,68.27104167
12795,PurpleAir,2/14/2018,West Rogers Park,41.996,-87.692,56.73583333
12796,PurpleAir,2/14/2018,West Rogers Park B,41.996,-87.692,53.21645833
12797,PurpleAir,2/15/2018,Mulford Manor,42.0225,-87.763718,40.71625
12798,PurpleAir,2/15/2018,Mulford Manor B,42.0225,-87.763718,41.87875
12799,PurpleAir,2/15/2018,Ukrainian Village,41.892265,-87.685569,49.48833333
12800,PurpleAir,2/15/2018,Ukrainian Village B,41.892265,-87.685569,50.64770833
12801,PurpleAir,2/15/2018,West Rogers Park,41.996,-87.692,39.31276596
12802,PurpleAir,2/15/2018,West Rogers Park B,41.996,-87.692,37.30787234
12803,PurpleAir,2/16/2018,Mulford Manor,42.0225,-87.763718,17.6425
12804,PurpleAir,2/16/2018,Mulford Manor B,42.0225,-87.763718,18.27708333
12805,PurpleAir,2/16/2018,Ukrainian Village,41.892265,-87.685569,23.455
12806,PurpleAir,2/16/2018,Ukrainian Village B,41.892265,-87.685569,23.98625
12807,PurpleAir,2/16/2018,West Rogers Park,41.996,-87.692,20.55729167
12808,PurpleAir,2/16/2018,West Rogers Park B,41.996,-87.692,19.51375
12809,PurpleAir,2/17/2018,Mulford Manor,42.0225,-87.763718,14.35958333
12810,PurpleAir,2/17/2018,Mulford Manor B,42.0225,-87.763718,14.6125
12811,PurpleAir,2/17/2018,Ukrainian Village,41.892265,-87.685569,20.65270833
12812,PurpleAir,2/17/2018,Ukrainian Village B,41.892265,-87.685569,22.31541667
12813,PurpleAir,2/17/2018,West Rogers Park,41.996,-87.692,15.72395833
12814,PurpleAir,2/17/2018,West Rogers Park B,41.996,-87.692,14.51145833
12815,PurpleAir,2/18/2018,Mulford Manor,42.0225,-87.763718,28.73083333
12816,PurpleAir,2/18/2018,Mulford Manor B,42.0225,-87.763718,30.15416667
12817,PurpleAir,2/18/2018,Ukrainian Village,41.892265,-87.685569,37.330625
12818,PurpleAir,2/18/2018,Ukrainian Village B,41.892265,-87.685569,39.84375
12819,PurpleAir,2/18/2018,West Rogers Park,41.996,-87.692,30.53791667
12820,PurpleAir,2/18/2018,West Rogers Park B,41.996,-87.692,28.19
12821,PurpleAir,2/19/2018,Mulford Manor,42.0225,-87.763718,17.67375
12822,PurpleAir,2/19/2018,Mulford Manor B,42.0225,-87.763718,18.43083333
12823,PurpleAir,2/19/2018,Ukrainian Village,41.892265,-87.685569,21.855625
12824,PurpleAir,2/19/2018,Ukrainian Village B,41.892265,-87.685569,22.31395833
12825,PurpleAir,2/19/2018,West Rogers Park,41.996,-87.692,16.85708333
12826,PurpleAir,2/19/2018,West Rogers Park B,41.996,-87.692,16.14729167
12827,PurpleAir,2/20/2018,Mulford Manor,42.0225,-87.763718,10.2225
12828,PurpleAir,2/20/2018,Mulford Manor B,42.0225,-87.763718,10.714375
12829,PurpleAir,2/20/2018,Ukrainian Village,41.892265,-87.685569,13.48958333
12830,PurpleAir,2/20/2018,Ukrainian Village B,41.892265,-87.685569,13.45854167
12831,PurpleAir,2/20/2018,West Rogers Park,41.996,-87.692,9.328333333
12832,PurpleAir,2/20/2018,West Rogers Park B,41.996,-87.692,9.666458333
12833,PurpleAir,2/21/2018,Mulford Manor,42.0225,-87.763718,14.955
12834,PurpleAir,2/21/2018,Mulford Manor B,42.0225,-87.763718,15.82791667
12835,PurpleAir,2/21/2018,Ukrainian Village,41.892265,-87.685569,17.57104167
12836,PurpleAir,2/21/2018,Ukrainian Village B,41.892265,-87.685569,18.27041667
12837,PurpleAir,2/21/2018,West Rogers Park,41.996,-87.692,13.51520833
12838,PurpleAir,2/21/2018,West Rogers Park B,41.996,-87.692,12.45770833
12839,PurpleAir,2/22/2018,Mulford Manor,42.0225,-87.763718,6.771458333
12840,PurpleAir,2/22/2018,Mulford Manor B,42.0225,-87.763718,7.17125
12841,PurpleAir,2/22/2018,Ukrainian Village,41.892265,-87.685569,9.239166667
12842,PurpleAir,2/22/2018,Ukrainian Village B,41.892265,-87.685569,9.522291667
12843,PurpleAir,2/22/2018,West Rogers Park,41.996,-87.692,7.055833333
12844,PurpleAir,2/22/2018,West Rogers Park B,41.996,-87.692,6.700208333
12845,PurpleAir,2/23/2018,Mulford Manor,42.0225,-87.763718,18.94166667
12846,PurpleAir,2/23/2018,Mulford Manor B,42.0225,-87.763718,19.774375
12847,PurpleAir,2/23/2018,Ukrainian Village,41.892265,-87.685569,25.475625
12848,PurpleAir,2/23/2018,Ukrainian Village B,41.892265,-87.685569,26.50041667
12849,PurpleAir,2/23/2018,West Rogers Park,41.996,-87.692,21.35145833
12850,PurpleAir,2/23/2018,West Rogers Park B,41.996,-87.692,20.01854167
12851,PurpleAir,2/24/2018,Mulford Manor,42.0225,-87.763718,26.59645833
12852,PurpleAir,2/24/2018,Mulford Manor B,42.0225,-87.763718,27.51770833
12853,PurpleAir,2/24/2018,Ukrainian Village,41.892265,-87.685569,33.4675
12854,PurpleAir,2/24/2018,Ukrainian Village B,41.892265,-87.685569,34.54458333
12855,PurpleAir,2/24/2018,West Rogers Park,41.996,-87.692,27.24041667
12856,PurpleAir,2/24/2018,West Rogers Park B,41.996,-87.692,25.20270833
12857,PurpleAir,2/25/2018,Mulford Manor,42.0225,-87.763718,13.75541667
12858,PurpleAir,2/25/2018,Mulford Manor B,42.0225,-87.763718,14.33833333
12859,PurpleAir,2/25/2018,Ukrainian Village,41.892265,-87.685569,17.04666667
12860,PurpleAir,2/25/2018,Ukrainian Village B,41.892265,-87.685569,17.90291667
12861,PurpleAir,2/25/2018,West Rogers Park,41.996,-87.692,13.910625
12862,PurpleAir,2/25/2018,West Rogers Park B,41.996,-87.692,12.968125
12863,PurpleAir,2/26/2018,Mulford Manor,42.0225,-87.763718,6.328541667
12864,PurpleAir,2/26/2018,Mulford Manor B,42.0225,-87.763718,6.485833333
12865,PurpleAir,2/26/2018,Ukrainian Village,41.892265,-87.685569,9.515208333
12866,PurpleAir,2/26/2018,Ukrainian Village B,41.892265,-87.685569,9.901875
12867,PurpleAir,2/26/2018,West Rogers Park,41.996,-87.692,6.900208333
12868,PurpleAir,2/26/2018,West Rogers Park B,41.996,-87.692,6.7725
12869,PurpleAir,2/27/2018,Mulford Manor,42.0225,-87.763718,8.732708333
12870,PurpleAir,2/27/2018,Mulford Manor B,42.0225,-87.763718,8.912708333
12871,PurpleAir,2/27/2018,Ukrainian Village,41.892265,-87.685569,7.525416667
12872,PurpleAir,2/27/2018,Ukrainian Village B,41.892265,-87.685569,7.921458333
12873,PurpleAir,2/27/2018,West Rogers Park,41.996,-87.692,7.65875
12874,PurpleAir,2/27/2018,West Rogers Park B,41.996,-87.692,7.721458333
12875,PurpleAir,2/28/2018,Mulford Manor,42.0225,-87.763718,8.085625
12876,PurpleAir,2/28/2018,Mulford Manor B,42.0225,-87.763718,8.459583333
12877,PurpleAir,2/28/2018,Ukrainian Village,41.892265,-87.685569,10.61333333
12878,PurpleAir,2/28/2018,Ukrainian Village B,41.892265,-87.685569,10.880625
12879,PurpleAir,2/28/2018,West Rogers Park,41.996,-87.692,8.194166667
12880,PurpleAir,2/28/2018,West Rogers Park B,41.996,-87.692,8.159583333
12881,PurpleAir,3/1/2018,Mulford Manor,42.0225,-87.763718,10.15270833
12882,PurpleAir,3/1/2018,Mulford Manor B,42.0225,-87.763718,10.74833333
12883,PurpleAir,3/1/2018,Ukrainian Village,41.892265,-87.685569,17.41083333
12884,PurpleAir,3/1/2018,Ukrainian Village B,41.892265,-87.685569,18.080625
12885,PurpleAir,3/1/2018,West Rogers Park,41.996,-87.692,11.19645833
12886,PurpleAir,3/1/2018,West Rogers Park B,41.996,-87.692,10.83333333
12887,PurpleAir,3/2/2018,Mulford Manor,42.0225,-87.763718,11.12708333
12888,PurpleAir,3/2/2018,Mulford Manor B,42.0225,-87.763718,11.70833333
12889,PurpleAir,3/2/2018,Ukrainian Village,41.892265,-87.685569,15.91166667
12890,PurpleAir,3/2/2018,Ukrainian Village B,41.892265,-87.685569,16.63854167
12891,PurpleAir,3/2/2018,West Rogers Park,41.996,-87.692,13.13625
12892,PurpleAir,3/2/2018,West Rogers Park B,41.996,-87.692,12.363125
12893,PurpleAir,3/3/2018,Mulford Manor,42.0225,-87.763718,8.110208333
12894,PurpleAir,3/3/2018,Mulford Manor B,42.0225,-87.763718,8.576666667
12895,PurpleAir,3/3/2018,Ukrainian Village,41.892265,-87.685569,6.285833333
12896,PurpleAir,3/3/2018,Ukrainian Village B,41.892265,-87.685569,6.456666667
12897,PurpleAir,3/3/2018,West Rogers Park,41.996,-87.692,7.209375
12898,PurpleAir,3/3/2018,West Rogers Park B,41.996,-87.692,6.957708333
12899,PurpleAir,3/4/2018,Mulford Manor,42.0225,-87.763718,6.031666667
12900,PurpleAir,3/4/2018,Mulford Manor B,42.0225,-87.763718,6.31375
12901,PurpleAir,3/4/2018,Ukrainian Village,41.892265,-87.685569,7.530625
12902,PurpleAir,3/4/2018,Ukrainian Village B,41.892265,-87.685569,7.873541667
12903,PurpleAir,3/4/2018,West Rogers Park,41.996,-87.692,5.550416667
12904,PurpleAir,3/4/2018,West Rogers Park B,41.996,-87.692,5.260833333
12905,PurpleAir,3/5/2018,Mulford Manor,42.0225,-87.763718,3.732708333
12906,PurpleAir,3/5/2018,Mulford Manor B,42.0225,-87.763718,4.082916667
12907,PurpleAir,3/5/2018,Ukrainian Village,41.892265,-87.685569,4.656875
12908,PurpleAir,3/5/2018,Ukrainian Village B,41.892265,-87.685569,4.968541667
12909,PurpleAir,3/5/2018,West Rogers Park,41.996,-87.692,3.650208333
12910,PurpleAir,3/5/2018,West Rogers Park B,41.996,-87.692,3.387083333
12911,PurpleAir,3/6/2018,Mulford Manor,42.0225,-87.763718,17.08916667
12912,PurpleAir,3/6/2018,Mulford Manor B,42.0225,-87.763718,18.26979167
12913,PurpleAir,3/6/2018,Ukrainian Village,41.892265,-87.685569,21.0525
12914,PurpleAir,3/6/2018,Ukrainian Village B,41.892265,-87.685569,21.97625
12915,PurpleAir,3/6/2018,West Rogers Park,41.996,-87.692,15.741875
12916,PurpleAir,3/6/2018,West Rogers Park B,41.996,-87.692,14.73479167
12917,PurpleAir,3/7/2018,McKinley Park South,41.824976,-87.670256,12.02
12918,PurpleAir,3/7/2018,McKinley Park South B,41.824976,-87.670256,12.668
12919,PurpleAir,3/7/2018,Mulford Manor,42.0225,-87.763718,6.543125
12920,PurpleAir,3/7/2018,Mulford Manor B,42.0225,-87.763718,7.022083333
12921,PurpleAir,3/7/2018,Ukrainian Village,41.892265,-87.685569,8.849375
12922,PurpleAir,3/7/2018,Ukrainian Village B,41.892265,-87.685569,9.226875
12923,PurpleAir,3/7/2018,West Rogers Park,41.996,-87.692,6.345
12924,PurpleAir,3/7/2018,West Rogers Park B,41.996,-87.692,5.959166667
12925,PurpleAir,3/8/2018,Mulford Manor,42.0225,-87.763718,3.070208333
12926,PurpleAir,3/8/2018,Mulford Manor B,42.0225,-87.763718,3.398333333
12927,PurpleAir,3/8/2018,Ukrainian Village,41.892265,-87.685569,4.152916667
12928,PurpleAir,3/8/2018,Ukrainian Village B,41.892265,-87.685569,4.461666667
12929,PurpleAir,3/8/2018,West Rogers Park,41.996,-87.692,3.341458333
12930,PurpleAir,3/8/2018,West Rogers Park B,41.996,-87.692,3.174791667
12931,PurpleAir,3/9/2018,Mulford Manor,42.0225,-87.763718,10.66270833
12932,PurpleAir,3/9/2018,Mulford Manor B,42.0225,-87.763718,11.19625
12933,PurpleAir,3/9/2018,SASA_PA2_SL_W,41.861205,-87.629891,30.98
12934,PurpleAir,3/9/2018,SASA_PA2_SL_W B,41.861205,-87.629891,34.82
12935,PurpleAir,3/9/2018,Ukrainian Village,41.892265,-87.685569,13.59933333
12936,PurpleAir,3/9/2018,Ukrainian Village B,41.892265,-87.685569,14.69065217
12937,PurpleAir,3/9/2018,West Rogers Park,41.996,-87.692,12.24479167
12938,PurpleAir,3/9/2018,West Rogers Park B,41.996,-87.692,11.905625
12939,PurpleAir,3/10/2018,LVEJO_Location4,41.853763,-87.693032,15.395
12940,PurpleAir,3/10/2018,LVEJO_Location4 B,41.853763,-87.693032,19.745
12941,PurpleAir,3/10/2018,Mulford Manor,42.0225,-87.763718,5.437708333
12942,PurpleAir,3/10/2018,Mulford Manor B,42.0225,-87.763718,5.675625
12943,PurpleAir,3/10/2018,Ukrainian Village,41.892265,-87.685569,4.30375
12944,PurpleAir,3/10/2018,Ukrainian Village B,41.892265,-87.685569,4.516458333
12945,PurpleAir,3/10/2018,West Rogers Park,41.996,-87.692,3.327083333
